data,novos_casos,novas_mortes
2020-09-06,52,4
2020-10-31,1,0
2020-03-10,,
2021-03-16,0,0
2021-05-07,16,0
2021-05-27,0,0
2021-08-23,0,0
2021-08-26,0,0
2021-11-23,0,0
2021-05-29,5,0
2021-09-13,8,0
2020-07-15,0,0
2021-09-08,0,0
2020-12-20,0,0
2020-05-11,0,0
2021-12-25,0,0
2020-02-16,,
2021-03-15,0,0
2020-05-09,0,0
2020-10-12,1,0
2021-09-14,0,0
2021-12-24,0,0
2021-06-19,8,0
2020-12-09,0,0
2021-02-18,20,1
2020-12-05,0,0
2020-10-17,0,0
2021-08-30,0,0
2021-07-08,6,1
2020-06-14,0,0
2021-04-02,0,0
2020-10-03,0,0
2020-03-25,,
2020-11-24,0,0
2020-10-07,3,0
2021-08-02,10,0
2020-02-02,,
2020-09-01,0,0
2020-10-26,-1,1
2021-01-19,0,0
2021-10-12,0,0
2021-07-06,1,0
2020-06-06,0,0
2020-09-06,0,0
2020-12-21,0,0
2020-05-30,2,0
2020-04-27,0,0
2020-07-01,0,0
2020-03-30,0,0
2020-04-06,0,0
2021-03-19,105,0
2020-08-18,2,0
2021-12-11,0,0
2021-12-23,0,0
2021-11-22,0,0
2021-09-15,0,0
2021-08-02,0,0
2021-03-12,1,0
2020-04-07,0,0
2021-11-26,0,0
2020-01-23,,
2020-12-28,3,0
2020-05-03,0,0
2021-11-11,0,0
2021-06-12,40,0
2021-01-06,15,0
2020-01-08,,
2020-07-17,8,1
2020-03-16,,
2021-09-20,0,0
2020-05-12,2,0
2020-12-17,7,-1
2021-03-09,0,0
2020-02-17,,
2020-08-02,0,0
2020-09-12,2,0
2021-08-22,0,0
2020-10-17,6,0
2020-06-30,3,0
2021-08-16,0,0
2021-08-27,0,0
2021-04-01,4,1
2021-03-25,0,0
2020-01-06,42,
2021-06-29,0,0
2021-10-04,0,0
2020-04-08,0,0
2020-06-25,8,0
2020-11-17,0,0
2020-06-23,0,0
2020-04-29,0,0
2020-09-19,0,0
2021-09-26,1,1
2020-03-18,,
2021-04-15,1,0
2020-04-14,0,0
2020-01-12,,
2020-01-05,,
2020-02-09,,
2021-01-26,18,0
2020-08-12,0,0
2020-07-11,0,0
2020-09-24,8,0
2021-09-18,0,0
2021-03-08,1,0
2020-09-26,0,0
2020-02-25,,
2020-11-20,1,0
2021-06-27,2,0
2020-11-01,0,0
2021-07-09,2,0
2020-04-21,0,0
2020-12-09,184,2
2021-06-02,9,0
2020-09-06,0,0
2020-06-08,0,0
2021-08-10,3,0
2021-02-22,0,0
2021-06-13,0,0
2020-04-06,0,0
2021-01-25,23,0
2021-09-25,2,0
2020-05-23,0,0
2021-06-23,47,0
2020-12-22,4,0
2020-08-05,103,0
2021-06-02,2,0
2021-09-29,1,0
2020-05-04,0,0
2020-05-05,0,0
2021-10-31,0,0
2021-04-29,1,0
2021-12-22,0,0
2020-12-10,2,0
2020-07-24,0,1
2020-01-26,,
2020-01-10,,
2020-01-24,,
2021-08-16,0,0
2021-03-30,0,0
2020-09-23,2,0
2021-01-12,0,0
2020-04-08,0,0
2020-06-22,0,0
2020-02-24,,
2021-12-27,0,0
2020-11-30,0,0
2021-02-07,0,0
2021-09-28,0,0
2020-06-10,5,0
2021-05-30,2,0
2021-10-15,0,0
2020-11-21,0,0
2020-10-30,0,0
2020-06-02,0,0
2021-08-05,-1,2
2021-04-20,5,0
2021-05-13,1,0
2020-08-30,5,0
2021-10-05,0,0
2020-04-22,0,0
2020-06-01,0,0
2020-04-27,0,0
2021-05-23,0,0
2021-11-17,8,0
2021-10-13,0,0
2021-05-19,9,1
2020-12-12,0,0
2021-09-15,19,1
2020-07-30,0,0
2021-01-07,0,0
2020-04-11,0,0
2020-10-23,1251,14
2020-07-20,0,0
2021-04-05,3,0
2020-04-16,0,0
2020-05-30,1,0
2021-11-09,0,0
2020-11-02,0,0
2021-07-08,7,1
2021-11-26,0,0
2021-11-10,6,0
2020-01-19,,
2021-11-18,0,0
2021-07-04,0,0
2020-02-24,,
2020-09-07,0,0
2021-10-09,4,0
2020-11-27,559,4
2021-09-21,0,0
2020-08-05,258,5
2020-12-03,2,0
2021-05-26,1,0
2021-11-14,7,0
2021-07-13,4,0
2020-05-08,0,0
2020-07-16,-1,1
2020-10-19,0,0
2021-12-22,0,0
2020-07-29,9,0
2020-12-27,0,0
2021-06-27,7,0
2020-01-15,,
2021-08-04,3,0
2021-12-13,0,0
2020-09-08,0,0
2020-12-17,343,1
2020-01-18,,
2021-04-11,0,1
2021-02-22,6,0
2020-01-10,,
2021-11-02,0,0
2020-06-08,0,0
2021-07-09,20,0
2020-09-18,1,0
2020-01-29,,
2021-07-01,0,0
2020-02-08,,
2020-06-04,8,0
2021-07-10,2,1
2020-07-07,0,0
2021-07-22,0,0
2021-02-05,0,0
2020-06-13,0,0
2020-06-22,0,0
2021-01-22,1,0
2021-07-02,6,0
2021-05-06,0,0
2021-03-28,0,0
2021-10-20,0,0
2020-03-23,0,0
2021-10-09,0,0
2020-02-12,,
2020-12-26,0,0
2021-01-26,2,0
2020-04-02,0,0
2020-01-22,,
2020-03-01,,
2021-02-23,96,5
2021-04-26,0,0
2021-12-07,0,0
2021-05-30,0,0
2021-06-07,0,0
2020-04-01,0,0
2021-11-08,0,0
2020-01-10,,
2020-08-08,0,0
2021-11-30,0,0
2020-07-25,1,0
2020-06-26,15,1
2021-07-20,0,0
2020-12-09,5,0
2020-01-02,,
2021-09-10,0,0
2021-11-09,0,0
2021-06-25,63,2
2020-09-02,0,0
2021-03-04,0,0
2021-05-26,0,0
2020-10-19,0,0
2021-09-10,0,0
2020-10-02,0,0
2021-11-28,0,0
2021-10-02,0,0
2021-02-08,0,0
2020-02-24,,
2020-03-22,,
2020-03-13,,
2020-01-20,,
2020-03-18,,
2020-08-25,2,0
2020-11-02,0,0
2021-03-17,2,0
2020-01-03,,
2021-02-28,5,0
2021-05-09,0,0
2020-03-28,0,0
2020-08-20,0,0
2020-09-24,2,0
2021-05-24,2,0
2021-12-10,0,0
2020-02-07,,
2020-12-02,0,0
2020-11-21,0,0
2021-11-03,364,8
2020-05-31,0,0
2020-05-01,16,2
2020-09-21,6,0
2020-12-28,9,0
2020-01-19,,
2020-08-07,0,0
2021-11-12,0,0
2021-05-21,0,0
2021-05-08,0,0
2021-06-22,8,0
2020-01-27,,
2020-06-11,0,0
2020-12-12,0,0
2021-11-01,0,0
2020-08-15,0,0
2020-07-23,0,0
2021-10-11,1,0
2021-05-12,3,0
2021-12-14,0,0
2021-02-17,0,0
2020-03-20,,
2021-06-09,1,0
2020-11-12,0,0
2021-08-15,0,0
2020-11-08,1,0
2021-03-11,0,0
2020-04-10,0,0
2021-11-06,0,0
2021-06-18,9,0
2020-08-20,0,0
2020-07-01,0,0
2021-06-29,189,2
2020-06-14,9,0
2021-03-12,0,0
2021-04-27,0,0
2020-02-28,,
2020-08-28,92,3
2021-01-20,0,0
2021-04-26,3,0
2020-07-03,38,0
2021-03-24,3,0
2020-05-08,0,0
2020-06-23,0,0
2021-08-26,0,0
2020-03-03,,
2021-10-21,0,0
2020-05-02,0,0
2020-12-27,0,0
2021-10-04,37,1
2021-11-21,0,0
2021-05-11,1,0
2021-08-21,44,0
2021-09-08,0,0
2020-11-06,1,0
2020-08-18,1,1
2020-04-16,1,0
2020-12-16,1,0
2020-08-03,1,0
2020-01-30,,
2021-11-17,0,0
2021-03-13,0,0
2020-12-25,0,0
2021-12-09,0,0
2021-12-20,0,0
2021-02-13,8,0
2020-01-10,,
2020-12-01,0,0
2020-03-22,,
2021-11-26,1,0
2020-11-07,0,0
2020-04-24,0,0
2021-02-02,0,0
2020-07-20,0,0
2021-11-10,0,0
2020-07-21,0,0
2020-06-01,0,0
2021-06-12,16,0
2021-06-11,1,0
2020-07-17,0,0
2020-09-24,6,0
2021-10-20,0,0
2021-05-24,0,0
2021-08-09,0,0
2021-05-14,8,0
2021-03-15,0,0
2021-06-02,3,0
2021-05-03,0,0
2020-05-02,0,0
2021-06-18,11,0
2021-04-07,37,1
2020-01-20,,
2021-12-06,0,0
2021-09-05,0,0
2021-08-11,63,0
2020-01-19,,
2021-04-05,0,0
2020-12-06,8,0
2020-06-02,1,0
2021-07-15,5,0
2020-06-13,0,0
2020-02-24,,
2021-03-14,0,0
2020-12-25,8,1
2020-02-27,,
2021-01-24,3,0
2020-06-02,0,0
2020-09-21,3,0
2021-01-01,0,0
2020-01-07,,
2021-05-05,3,0
2020-05-26,0,0
2021-09-29,0,0
2021-06-10,9,0
2020-03-18,,
2021-10-06,0,0
2020-09-07,0,0
2020-02-04,,
2020-06-06,0,0
2021-11-30,0,0
2020-04-14,0,0
2021-09-19,0,0
2021-08-25,1,1
2021-05-05,0,0
2021-03-29,13,1
2020-07-23,0,0
2021-02-01,12,0
2020-07-02,6,1
2020-10-30,0,0
2020-10-07,0,0
2020-02-04,,
2021-03-11,4,0
2021-11-02,0,0
2021-09-26,1,0
2020-03-20,,
2020-04-17,0,0
2020-07-24,61,1
2020-12-07,12,0
2020-10-05,0,0
2020-11-13,3,0
2020-08-20,0,0
2020-04-30,145,5
2020-03-22,,
2020-06-28,0,0
2021-11-17,4,0
2021-03-22,0,0
2020-01-10,,
2021-09-04,0,0
2021-10-29,0,0
2021-10-28,1,0
2020-04-10,0,0
2020-11-09,-1,0
2021-01-01,0,0
2020-04-10,0,0
2020-12-03,2,0
2021-01-15,3,0
2021-03-27,0,0
2020-11-02,0,0
2020-02-20,,
2020-11-22,0,0
2020-07-13,0,0
2020-10-31,0,0
2021-01-30,0,0
2020-09-06,1,0
2020-09-14,0,0
2021-04-04,0,0
2020-05-10,0,0
2020-01-17,,
2021-02-08,0,0
2020-12-03,57,1
2020-05-28,0,0
2021-01-26,0,0
2020-05-10,0,0
2021-02-10,0,0
2020-03-27,0,0
2020-02-21,,
2020-03-06,,
2020-06-18,0,0
2020-05-17,0,0
2020-10-03,0,0
2020-10-26,0,0
2020-04-29,0,0
2021-01-05,1,0
2021-06-06,0,0
2020-10-22,0,0
2020-12-10,0,0
2020-03-15,,
2020-02-02,,
2020-01-06,,
2021-02-04,0,0
2020-06-19,0,0
2021-10-31,0,0
2020-09-20,0,0
2021-07-15,37,3
2021-10-01,12,0
2020-11-03,0,0
2021-12-21,0,0
2020-04-22,0,0
2020-05-10,0,1
2021-05-17,0,0
2020-05-26,0,0
2020-11-04,1,0
2021-04-03,0,0
2020-04-15,0,0
2021-09-13,0,0
2020-01-20,,
2021-06-23,1,0
2020-11-22,0,0
2021-06-23,9,0
2020-06-15,0,0
2020-06-17,0,0
2021-08-30,2,0
2020-02-21,,
2020-08-09,-1,0
2021-03-07,10,0
2021-08-06,76,3
2020-04-18,0,0
2020-03-12,,
2021-01-30,1,0
2021-11-04,0,0
2021-04-02,41,0
2021-11-18,2,0
2021-05-19,1,0
2021-10-18,0,0
2021-11-26,1,0
2021-07-07,5,0
2021-09-19,0,0
2020-09-06,0,0
2020-03-30,0,0
2021-09-13,0,0
2021-09-08,0,0
2020-12-11,0,0
2021-10-30,1,0
2021-03-24,17,1
2020-09-23,0,0
2021-11-07,0,0
2021-04-14,24,0
2021-03-22,0,0
2020-03-25,,
2021-02-24,1,0
2021-09-16,0,0
2021-10-16,11,0
2021-03-23,24,0
2021-02-03,2,0
2021-09-18,1,0
2021-09-04,-1,0
2020-12-23,0,0
2020-12-29,13,0
2021-05-13,17,0
2021-06-18,2,1
2020-08-05,26,0
2021-09-13,0,0
2020-11-12,0,0
2021-05-05,188,2
2020-06-17,15,2
2021-04-02,2,0
2021-05-04,0,1
2020-02-02,,
2021-12-01,3,1
2020-11-02,1,0
2021-05-27,30,1
2020-04-22,0,0
2020-11-22,0,0
2021-02-15,0,0
2020-02-29,,
2021-08-26,0,0
2021-05-25,0,0
2021-09-21,0,0
2020-02-02,,
2020-08-09,16,0
2021-08-31,3,0
2020-02-13,,
2020-02-23,,
2020-12-27,0,0
2021-07-16,0,1
2021-02-09,18,2
2020-02-15,,
2020-09-11,5,0
2021-10-11,0,0
2020-05-20,399,16
2020-09-30,0,0
2021-07-10,5,0
2020-05-20,1,0
2020-06-07,0,0
2020-04-11,0,0
2021-03-10,149,1
2021-11-19,0,0
2020-10-13,12,1
2020-11-07,0,0
2021-10-21,16,0
2021-01-13,21,0
2020-01-09,,
2021-01-24,2,0
2020-12-12,0,0
2021-12-10,0,0
2021-09-05,0,0
2020-06-14,0,0
2020-10-23,0,0
2020-10-09,1,0
2020-01-03,,
2020-05-21,0,0
2020-01-06,,
2021-09-27,0,0
2020-02-11,1,
2021-04-04,0,0
2020-04-09,0,0
2020-01-07,,
2020-04-17,0,0
2020-07-19,0,0
2020-10-11,0,0
2021-01-01,0,0
2020-05-11,0,0
2021-05-17,3,0
2020-11-22,0,0
2020-07-03,0,0
2020-08-14,0,0
2021-06-17,1,0
2020-08-15,0,0
2021-08-31,0,0
2020-08-17,5,0
2020-07-12,0,0
2020-03-24,,
2021-05-15,0,1
2021-09-11,0,0
2021-07-07,2,0
2020-07-18,10,0
2021-02-21,3,0
2021-09-19,0,0
2021-08-15,1,0
2020-05-11,0,0
2021-05-16,0,0
2020-10-10,0,0
2020-10-12,2,0
2020-03-01,,
2020-04-21,0,0
2021-07-14,0,0
2020-05-22,1,0
2021-11-23,0,0
2021-05-27,2,0
2020-03-30,0,0
2021-09-04,0,0
2020-03-27,0,0
2020-06-13,0,0
2021-03-17,2,0
2020-03-15,,
2020-10-14,0,0
2020-05-04,0,0
2020-01-27,,
2020-06-17,0,0
2020-12-23,6,0
2020-11-02,0,0
2021-03-21,0,0
2021-12-11,0,0
2020-06-13,2,0
2021-10-09,7,1
2020-01-28,,
2021-01-31,2,0
2021-03-07,2,0
2021-01-07,10,0
2021-08-06,0,0
2020-12-16,18,2
2020-07-07,0,0
2021-06-01,18,0
2020-06-14,-1,0
2020-05-26,0,0
2021-11-27,1,0
2021-02-21,5,0
2021-06-06,2,0
2021-03-21,0,0
2021-11-29,0,0
2020-09-26,0,0
2021-08-30,0,0
2021-11-26,1,0
2020-04-26,0,0
2021-07-28,9,1
2021-08-31,0,0
2020-04-26,0,0
2020-11-23,0,0
2020-04-21,0,0
2021-10-07,0,0
2021-06-06,0,0
2021-04-01,11,0
2021-02-15,0,1
2020-10-10,1,0
2020-09-16,0,0
2020-05-15,0,0
2020-11-24,11,0
2020-10-17,1,0
2020-08-04,23,4
2020-05-07,0,0
2020-07-09,0,0
2020-03-13,,
2020-08-04,0,0
2020-11-20,7,0
2020-11-30,0,0
2021-04-17,40,0
2020-09-08,0,0
2021-11-30,0,0
2020-10-18,0,0
2020-01-15,,
2020-02-20,,
2020-10-18,0,0
2020-03-28,0,0
2021-03-25,0,0
2021-06-29,0,0
2021-07-30,3,0
2021-05-12,9,0
2020-06-02,0,0
2020-04-02,0,0
2021-02-13,4,0
2021-04-23,13,1
2021-06-11,2,0
2020-06-22,0,0
2021-02-15,2,0
2020-10-29,1,0
2021-12-10,0,0
2021-01-11,0,0
2021-05-02,0,0
2020-01-07,,
2020-01-25,,
2021-03-15,7,0
2020-01-06,,
2020-09-26,0,0
2021-04-07,10,0
2020-02-14,,
2020-01-05,3,
2020-06-16,-1,0
2021-08-05,1,0
2021-10-12,0,0
2020-12-26,1,1
2021-06-02,42,0
2021-08-22,0,0
2020-06-01,2,0
2021-01-09,0,0
2020-05-13,0,0
2021-03-04,7,1
2021-08-31,0,0
2020-05-13,0,0
2020-02-22,,
2021-01-30,4,0
2021-12-06,0,0
2020-01-02,,
2021-02-06,1,0
2020-11-07,0,0
2020-10-03,1,0
2021-12-24,0,0
2021-03-09,1,0
2021-05-02,0,0
2020-09-14,0,0
2020-12-15,14,1
2021-10-22,0,0
2020-07-06,0,0
2021-12-11,0,0
2020-08-25,10,0
2020-11-16,19,0
2021-04-14,0,0
2020-09-27,0,0
2021-06-07,0,0
2021-12-03,553,7
2020-06-27,66,1
2021-09-17,0,0
2020-11-18,0,0
2021-12-05,1,0
2021-10-12,0,0
2021-07-29,0,0
2021-06-21,0,0
2021-08-06,4,0
2021-04-18,66,0
2021-12-21,0,0
2021-02-19,42,0
2021-06-11,10,0
2021-03-22,0,0
2021-05-21,48,1
2020-06-26,0,0
2021-09-06,1,0
2020-01-20,,
2020-07-25,92,0
2021-12-11,1,0
2020-08-02,0,0
2021-03-13,0,0
2021-12-01,0,0
2021-08-23,0,
2021-10-09,1,0
2020-11-13,0,0
2020-01-04,1,
2020-07-11,0,0
2020-04-01,0,0
2021-06-15,2,0
2020-08-08,0,0
2020-09-22,0,0
2021-05-27,0,0
2021-04-08,-44,0
2020-12-20,0,0
2021-05-27,0,0
2021-04-13,2,0
2021-03-27,2,0
2021-07-23,15,0
2020-04-08,0,0
2021-03-14,0,0
2020-06-29,0,0
2020-02-13,,
2021-05-02,3,1
2020-02-05,,
2020-01-18,,
2021-03-30,0,0
2020-08-21,0,0
2020-05-07,0,0
2021-12-31,0,0
2021-11-01,0,0
2021-11-14,0,0
2021-06-12,0,0
2020-09-28,10,0
2020-06-20,2,0
2020-09-14,0,0
2020-09-13,0,0
2021-06-14,0,0
2020-06-23,0,0
2021-04-21,2,0
2020-06-10,0,0
2020-05-11,0,0
2021-02-17,33,0
2021-05-18,16,0
2020-09-09,0,0
2020-06-18,0,0
2021-03-31,1,0
2020-06-21,6,1
2020-07-25,0,0
2020-06-10,0,0
2021-07-10,0,0
2020-08-14,3,0
2020-02-09,,
2021-03-10,0,0
2021-05-08,28,1
2020-05-25,-1,0
2020-05-27,0,0
2021-08-15,10,0
2020-07-27,1,0
2021-08-21,0,0
2021-04-13,0,0
2021-01-09,6,0
2021-02-09,52,0
2021-11-05,0,0
2021-07-28,5,0
2020-03-11,,
2021-08-30,3,0
2020-01-02,,
2021-06-12,3,0
2020-01-21,,
2021-06-12,0,0
2021-05-14,-1,2
2021-09-24,0,0
2020-09-26,1,0
2020-03-03,2,
2020-12-05,11,0
2020-06-10,0,0
2021-03-15,0,0
2020-12-20,0,1
2021-11-27,0,0
2021-11-26,0,0
2021-07-29,0,0
2020-10-08,3,0
2020-07-08,4,0
2020-09-11,0,0
2020-10-25,0,0
2020-04-14,0,0
2020-08-15,23,0
2020-10-06,2,0
2021-05-02,0,0
2020-06-08,0,0
2021-06-23,2,0
2021-11-25,-1,0
2021-02-13,13,0
2021-12-10,2,0
2020-06-16,23,0
2020-02-29,,
2021-04-29,3,1
2020-06-27,7,0
2020-05-11,0,0
2021-09-15,10,1
2020-03-11,1,
2020-01-31,,
2021-04-05,0,0
2020-01-11,,
2020-09-18,0,0
2020-02-26,1,
2021-06-21,0,0
2020-12-04,0,0
2021-08-17,0,0
2020-01-07,5,
2021-01-19,0,0
2020-10-19,5,0
2021-08-26,0,0
2021-12-10,0,0
2021-06-04,0,0
2020-07-21,7,0
2020-01-27,,
2021-02-01,0,0
2020-04-29,0,0
2021-06-25,25,0
2020-10-01,0,0
2021-05-23,0,0
2021-07-19,0,0
2021-03-06,2,0
2021-02-25,0,0
2021-12-23,0,0
2021-05-11,1,0
2020-02-22,,
2020-01-23,,
2020-03-02,,
2020-05-04,0,0
2020-06-23,0,0
2020-08-13,0,0
2020-08-27,0,0
2021-10-17,8,0
2020-02-05,,
2021-03-17,5,0
2021-01-09,1,0
2021-04-01,1,0
2021-10-19,0,0
2021-03-30,0,0
2021-04-10,0,1
2021-01-05,37,-1
2020-07-19,0,0
2020-05-23,0,0
2021-10-24,1,0
2021-12-24,1,0
2021-08-23,0,0
2020-03-31,0,0
2021-12-25,0,0
2021-11-20,0,0
2021-11-22,0,0
2020-07-18,0,0
2020-12-25,22,0
2020-03-23,,
2021-01-25,0,0
2021-09-01,0,0
2021-09-25,0,0
2021-07-19,1,0
2021-02-20,0,0
2021-03-25,32,1
2020-05-18,2,0
2020-11-29,0,0
2020-09-23,4,0
2021-01-04,2,0
2020-12-10,0,0
2021-03-25,462,26
2021-08-26,6,0
2020-01-10,,
2021-09-21,13,0
2021-06-23,12,0
2020-09-20,0,0
2020-10-26,0,0
2021-06-21,40,0
2020-11-06,238,3
2020-02-24,,
2021-06-30,5,0
2020-08-08,0,0
2021-09-02,0,0
2021-12-25,0,0
2020-02-28,,
2020-01-24,,
2020-12-24,0,0
2021-05-04,1,0
2021-02-26,14,0
2020-06-21,5,0
2020-02-03,,
2020-02-03,,
2020-08-10,0,0
2021-06-03,8,0
2020-07-03,0,0
2021-08-26,3,0
2020-10-15,7,1
2020-06-08,0,0
2021-05-09,0,0
2020-04-05,0,0
2021-11-07,0,0
2020-07-26,0,0
2020-05-15,0,0
2021-07-12,0,0
2020-08-07,6,0
2021-12-07,0,0
2020-09-10,0,0
2021-01-19,6,0
2020-06-17,0,0
2021-10-14,0,0
2021-09-13,0,0
2020-02-08,,
2021-12-07,0,0
2021-09-03,0,0
2021-09-08,0,0
2021-06-27,0,0
2021-04-11,0,0
2020-07-28,6,0
2021-09-10,0,0
2021-02-03,0,0
2021-12-17,0,0
2020-02-04,,
2021-05-07,14,1
2021-01-22,0,0
2021-07-29,0,0
2020-08-11,0,0
2020-11-11,0,0
2021-07-23,0,0
2020-02-27,,
2020-01-07,,
2021-03-19,8,0
2020-08-12,2,0
2021-07-06,8,0
2020-10-07,17,0
2021-11-16,0,0
2021-08-23,0,0
2021-02-06,2,0
2021-08-12,0,0
2021-04-16,66,0
2020-12-22,0,0
2020-01-16,,
2020-08-03,0,0
2021-05-20,9,0
2020-11-28,486,7
2021-10-13,0,0
2020-07-11,9,0
2021-02-09,0,0
2020-06-25,0,0
2021-08-29,0,0
2020-03-20,,
2020-07-24,0,0
2021-09-20,0,0
2021-05-26,2,0
2021-01-09,0,0
2020-02-06,,
2021-08-17,-1,0
2020-04-03,0,0
2020-04-03,0,0
2021-11-25,-1,0
2021-05-20,0,0
2021-01-06,0,0
2020-08-22,6,0
2021-03-09,1,0
2020-05-13,3,0
2021-02-20,2,0
2020-05-27,0,0
2020-09-04,0,0
2020-12-24,0,0
2021-02-25,0,0
2020-07-12,0,0
2021-02-17,1,0
2021-05-05,0,0
2020-07-22,0,0
2020-01-31,,
2020-12-19,6,0
2020-09-17,0,0
2020-03-17,,
2021-02-13,0,0
2020-02-06,,
2020-05-11,0,0
2020-10-04,0,0
2021-03-09,0,0
2021-12-14,0,0
2021-06-23,62,1
2021-02-19,-2,-1
2021-11-17,48,1
2021-10-01,0,0
2020-11-01,0,0
2021-08-24,1,0
2020-02-08,,
2020-05-21,0,0
2020-08-18,0,0
2020-09-20,0,0
2021-03-12,6,0
2020-01-12,,
2020-09-16,7,0
2020-06-14,0,0
2021-02-16,1,0
2021-12-28,4,0
2021-07-13,15,0
2021-12-12,0,0
2020-12-10,0,0
2020-08-28,-1,0
2021-10-29,0,0
2021-12-13,0,0
2020-03-23,,
2021-07-13,12,0
2020-10-04,2,0
2020-06-13,0,0
2020-04-18,0,0
2020-12-29,1,0
2020-12-10,2,0
2021-11-28,0,0
2021-12-05,0,0
2021-05-16,0,0
2020-01-30,,
2021-03-03,0,0
2021-07-20,37,0
2021-03-20,4,0
2021-07-16,44,1
2021-09-26,110,0
2020-06-28,0,0
2020-01-11,,
2020-08-06,10,1
2020-09-17,0,0
2020-09-12,0,0
2020-11-15,2,0
2020-11-29,0,0
2020-10-15,-1,0
2020-12-16,0,0
2021-01-06,2,0
2021-08-18,559,23
2020-12-12,0,0
2020-04-03,0,0
2020-02-19,,
2020-12-07,0,0
2021-05-05,19,0
2020-10-12,0,0
2021-12-14,0,0
2020-01-30,,
2020-12-01,18,0
2020-01-14,0,
2020-06-05,0,0
2020-12-12,0,0
2020-02-12,,
2021-05-27,26,0
2021-10-06,0,0
2020-01-10,0,
2021-09-08,0,0
2021-12-08,0,0
2020-12-24,21,0
2020-03-29,0,0
2020-04-08,0,0
2021-12-25,0,0
2020-01-16,,
2021-05-03,0,0
2020-09-07,0,0
2021-10-02,0,0
2021-10-12,0,0
2021-09-08,0,0
2021-02-06,3,0
2020-11-17,0,0
2021-12-29,4,0
2020-06-30,0,0
2020-06-03,0,0
2021-02-01,0,0
2020-10-14,0,0
2020-07-21,7,0
2020-01-15,,
2021-10-24,0,0
2021-04-21,5,0
2020-04-26,0,0
2021-09-12,0,0
2020-07-28,0,0
2020-06-09,0,0
2020-01-11,,
2020-05-27,58,0
2020-11-23,0,0
2021-11-01,0,0
2021-03-22,0,0
2020-03-18,,
2021-01-03,1,0
2020-09-12,0,0
2021-08-18,0,0
2020-06-01,0,0
2021-10-20,0,0
2021-10-27,0,0
2020-07-18,0,0
2021-11-28,0,0
2021-03-23,1,0
2020-08-26,0,0
2020-01-31,,
2020-05-14,0,0
2020-04-27,0,0
2020-12-07,8,0
2021-04-01,0,0
2021-10-08,0,0
2020-09-06,0,0
2020-11-06,0,0
2020-11-06,0,0
2020-11-26,0,0
2021-01-30,0,0
2020-06-30,3,0
2020-05-11,0,0
2021-12-19,0,0
2020-06-03,52,0
2020-08-07,6,0
2021-11-13,0,0
2020-11-10,0,0
2020-05-29,0,0
2020-07-31,15,0
2020-08-31,0,0
2020-09-06,3,0
2021-04-22,0,0
2021-04-20,43,0
2020-12-26,0,0
2020-04-09,0,0
2020-08-04,0,0
2020-08-11,6,0
2020-11-12,0,0
2021-04-22,0,0
2020-03-06,,
2020-12-11,0,0
2020-05-25,1,0
2021-05-22,11,0
2020-10-21,12,0
2021-11-07,2,0
2020-02-10,,
2021-09-14,0,0
2020-08-24,0,0
2020-10-26,0,0
2020-09-11,1,0
2020-05-03,0,0
2020-04-06,0,0
2021-06-30,5,0
2021-06-09,2,0
2021-04-09,0,0
2020-06-24,1,0
2020-08-30,0,0
2021-08-25,35,2
2021-08-15,0,0
2020-08-02,1,0
2020-09-06,9,1
2020-12-07,0,0
2021-03-28,3,0
2020-12-17,1,0
2021-04-23,3,0
2021-09-26,0,0
2021-04-17,0,0
2020-01-04,1,
2021-11-09,0,0
2020-07-16,1,0
2021-08-19,2,0
2020-10-21,0,0
2021-04-03,0,1
2020-07-15,-1,0
2020-03-01,,
2021-01-04,0,0
2021-09-30,0,0
2021-10-13,1,0
2021-01-18,1047,6
2021-02-18,1,0
2021-02-12,0,0
2020-11-30,0,0
2021-05-07,23,0
2020-07-08,0,0
2021-11-03,0,0
2021-05-23,0,0
2021-08-16,0,0
2021-09-03,0,0
2021-11-02,4,0
2021-11-15,0,0
2020-12-07,0,0
2020-04-08,0,0
2020-06-20,0,0
2020-09-18,2,0
2020-11-22,0,0
2021-03-17,0,0
2021-12-08,0,0
2020-11-08,0,0
2020-05-25,0,0
2020-10-12,0,0
2020-08-06,0,0
2021-03-16,36,14
2021-01-13,0,0
2020-06-29,1,0
2021-05-02,0,0
2020-04-02,0,0
2021-01-10,0,0
2020-12-22,13,0
2021-04-13,10,0
2020-08-04,0,0
2021-12-13,0,0
2021-11-05,0,0
2020-07-19,43,0
2020-05-28,2,0
2021-09-25,0,0
2021-08-06,1,0
2021-07-05,0,0
2021-02-13,13,0
2020-04-03,0,0
2020-08-31,0,0
2021-10-13,0,0
2021-02-11,15,0
2020-01-07,,
2020-12-09,2,0
2020-06-25,8,0
2021-11-05,0,1
2021-10-11,0,0
2021-10-16,4,0
2021-01-02,0,0
2021-09-22,0,0
2020-04-23,0,0
2020-07-29,1,0
2020-10-26,1,0
2020-03-11,,
2020-08-27,0,0
2021-08-28,4,0
2020-11-24,3,0
2020-07-19,2,0
2020-07-04,0,0
2021-09-30,3,0
2020-12-27,0,0
2020-09-24,0,0
2021-05-16,0,0
2020-01-17,,
2020-06-16,9,0
2021-03-08,301,5
2020-02-21,,
2021-01-12,5,0
2021-04-11,0,0
2020-01-26,,
2021-12-15,0,0
2020-02-27,,
2020-11-14,2,0
2021-12-17,0,0
2020-03-24,0,
